,index,_id,rt,stimulus,response,response_correct,stimURL,chunk_id,rep,block_number,composite_duration,chunk_duration,participant_condition,compatible_trial,validity,talls_name,wides_name,part_type,part_a,part_b,compatible_condition,trial_type,trial_index,time_elapsed,internal_node_id,datatype,experimentName,iterationName,workerID,gameID,compatibility,composite_id,trial_bin,flagRT
255,255,6167950b9075de37027a207c,1809.1000000014901,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,invalid,talls_100_118,wides_013_010,tall,tall_126,tall_122,none,tower-zipping,107,1089642,0.0-107.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,novel,talls_100_118.png,9.0,False
256,256,6167950b9075de37027a207d,1843.300000011921,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,True,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,48,530849,0.0-48.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,compatible,talls_102_126.png,4.0,False
257,257,6167950e9075de37027a207f,1317.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,True,invalid,talls_102_126,wides_024_011,tall,tall_100,tall_127,B,tower-zipping,49,533714,0.0-49.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,compatible,talls_102_126.png,4.0,False
258,258,6167950f9075de37027a2080,1817.2000000029802,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,True,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,108,1094423,0.0-108.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,compatible,talls_102_126.png,9.0,False
259,259,616795109075de37027a2081,1105.3999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_023,A,tower-zipping,50,536413,0.0-50.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,incompatible,talls_102_126.png,4.0,False
260,260,616795139075de37027a2082,937.9000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,51,538903,0.0-51.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,4.0,False
261,261,616795149075de37027a2083,1892.9000000022352,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,invalid,talls_102_126,wides_024_011,wide,wide_025,wide_010,A,tower-zipping,109,1099246,0.0-109.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,incompatible,talls_102_126.png,9.0,False
262,262,616795169075de37027a2084,2009.9000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,invalid,talls_100_118,wides_013_010,wide,wide_023,wide_025,none,tower-zipping,52,542395,0.0-52.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,4.0,False
263,263,616795199075de37027a2085,1535.7000000029802,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,True,invalid,talls_102_126,wides_024_011,tall,tall_122,tall_118,B,tower-zipping,110,1103696,0.0-110.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,compatible,talls_102_126.png,9.0,False
264,264,616795199075de37027a2086,1134.4000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,53,544997,0.0-53.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,4.0,False
265,265,6167951c9075de37027a2087,1144.9000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,54,547858,0.0-54.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,incompatible,talls_122_127.png,4.0,False
266,266,6167951d9075de37027a2088,1766.1000000014901,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,invalid,talls_122_127,wides_025_023,tall,tall_102,tall_118,A,tower-zipping,111,1108435,0.0-111.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,incompatible,talls_122_127.png,9.0,False
267,267,6167951f9075de37027a2089,1370.1000000238419,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,invalid,talls_100_118,wides_013_010,tall,tall_127,tall_122,none,tower-zipping,55,550633,0.0-55.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,5.0,False
268,268,616795229075de37027a208a,1211.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,2,0,100,100,B,False,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_126,A,tower-zipping,56,553561,0.0-56.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,incompatible,talls_122_127.png,5.0,False
269,269,616795229075de37027a208b,1444.699999999255,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,112,1112801,0.0-112.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,novel,talls_100_118.png,9.0,False
270,270,616795249075de37027a208c,1422.8999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,False,invalid,talls_122_127,wides_025_023,tall,tall_102,tall_118,A,tower-zipping,57,556375,0.0-57.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,incompatible,talls_122_127.png,5.0,False
271,271,616795279075de37027a208d,1854.7999999970198,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,invalid,talls_100_118,wides_013_010,wide,wide_011,wide_025,none,tower-zipping,113,1117562,0.0-113.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,novel,talls_100_118.png,9.0,False
272,272,616795279075de37027a208e,1170.2000000476837,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,True,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,58,559207,0.0-58.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,compatible,talls_102_126.png,5.0,False
273,273,6167952a9075de37027a208f,1244.699999988079,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,False,invalid,talls_100_118,wides_013_010,wide,wide_011,wide_025,none,tower-zipping,59,561888,0.0-59.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,5.0,False
274,274,6167952c9075de37027a2090,2199.199999999255,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,True,invalid,talls_122_127,wides_025_023,wide,wide_024,wide_010,B,tower-zipping,114,1122785,0.0-114.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,compatible,talls_122_127.png,10.0,False
275,275,6167952d9075de37027a2091,1109.5,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,60,564552,0.0-60.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,5.0,False
276,276,6167952f9075de37027a2092,1023.3000000119209,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,61,567206,0.0-61.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,novel,talls_100_118.png,5.0,False
277,277,616795309075de37027a2094,1089.800000000745,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,True,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,115,1126732,0.0-115.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,compatible,talls_122_127.png,10.0,False
278,278,616795329075de37027a2095,972.3999999761581,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,True,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,62,569775,0.0-62.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,compatible,talls_122_127.png,5.0,False
279,279,616795349075de37027a2096,1538.6000000014901,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,116,1131188,0.0-116.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,incompatible,talls_102_126.png,10.0,False
280,280,616795349075de37027a2097,932.4000000357628,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,False,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,63,572213,0.0-63.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,incompatible,talls_102_126.png,5.0,False
281,281,616795379075de37027a2098,1072.800000011921,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,True,invalid,talls_102_126,wides_024_011,tall,tall_122,tall_118,B,tower-zipping,64,574849,0.0-64.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,compatible,talls_102_126.png,5.0,False
282,282,616795399075de37027a2099,2108.300000000745,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,1,500,500,B,False,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,117,1136266,0.0-117.0,trial_end,block_construction_zipping,pilot_0,553e1a73fdf99b5bc27514ca,9790-c81a25ca-6b47-4840-895b-ed6e0f6dfef2,incompatible,talls_122_127.png,10.0,False
283,283,6167953a9075de37027a209a,1102.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,100,100,B,True,invalid,talls_122_127,wides_025_023,wide,wide_024,wide_010,B,tower-zipping,65,577487,0.0-65.0,trial_end,block_construction_zipping,pilot_0,616782d84b1083de251360e6,4007-274fcfb7-c8b1-47cc-b3e4-72d99c43088a,compatible,talls_122_127.png,5.0,False
